age,income,loan_amount,loan_approved,education,gender,credit_score,employment_status
25.0,57982.19,17438.51,Yes,Bachelors,Female,684.0,Unemployed
56.0,62614.77,10102.76,Yes,PhD,Female,742.0,Employed
54.0,81306.67,22533.53,Yes,Bachelors,Male,657.0,Employed
39.0,63058.86,9265.74,No,Masters,Female,695.0,Self-Employed
55.0,102510.91,18072.26,Yes,Masters,Male,702.0,Employed
36.0,54459.23,27089.21,Yes,PhD,Male,715.0,Employed
36.0,85082.14,14344.04,No,Bachelors,Male,739.0,Employed
39.0,34872.03,13558.56,No,Bachelors,Female,736.0,Employed
,54461.5,15837.98,No,Bachelors,Female,751.0,Self-Employed
36.0,53674.16,26127.45,Yes,Masters,Male,674.0,Employed
49.0,47921.73,22381.12,Yes,Bachelors,Male,700.0,Unemployed
40.0,75669.45,12783.06,Yes,Masters,Female,743.0,Employed
45.0,67796.26,16522.66,Yes,High School,Female,663.0,Employed
48.0,24423.45,19614.56,No,Masters,Female,758.0,Employed
42.0,109910.71,12855.08,Yes,PhD,Male,726.0,Employed
28.0,,9342.04,No,High School,Female,655.0,Employed
24.0,70023.55,20421.74,Yes,High School,Male,762.0,Employed
,96202.38,,No,Masters,Female,732.0,Employed
36.0,89777.22,16594.32,No,High School,Female,810.0,Unemployed
39.0,64036.53,20534.33,Yes,Bachelors,Female,777.0,Employed
38.0,30949.74,9273.58,Yes,Bachelors,Female,,Employed
64.0,81287.71,13841.44,Yes,Bachelors,Male,707.0,Employed
25.0,,28190.94,Yes,Masters,Female,728.0,Self-Employed
18.0,94785.29,17838.25,Yes,Bachelors,Male,734.0,Employed
41.0,54476.73,18140.07,No,PhD,Female,674.0,Employed
34.0,60962.66,15529.21,Yes,Masters,Male,724.0,Employed
41.0,43136.38,5794.36,Yes,Bachelors,Male,706.0,Self-Employed
44.0,44754.09,10910.02,No,Bachelors,Female,678.0,Employed
51.0,67818.49,19567.27,Yes,Masters,Female,695.0,Employed
23.0,65954.81,12290.87,No,High School,Male,696.0,Employed
32.0,60482.35,14150.34,Yes,Bachelors,Male,812.0,Employed
42.0,111060.23,16456.97,No,Bachelors,Male,779.0,Employed
46.0,82072.93,10115.53,Yes,High School,Male,735.0,Employed
60.0,70204.87,8587.78,Yes,Bachelors,Female,636.0,Self-Employed
48.0,14853.48,14937.14,Yes,Bachelors,Female,790.0,Self-Employed
37.0,86515.36,13146.09,Yes,Bachelors,Male,619.0,Employed
29.0,129890.73,16139.04,Yes,High School,Female,656.0,Employed
32.0,66240.99,7840.96,No,High School,Female,,Employed
32.0,53789.75,12326.42,Yes,Bachelors,Male,673.0,Employed
45.0,73266.49,18444.66,Yes,Bachelors,Female,804.0,Employed
41.0,41371.83,29729.03,No,Bachelors,Male,759.0,Employed
25.0,79241.21,15596.56,No,Bachelors,Female,733.0,Self-Employed
34.0,100004.38,18354.21,Yes,Bachelors,Male,720.0,Employed
47.0,56581.38,17437.93,No,Bachelors,Male,673.0,Self-Employed
42.0,57227.18,16467.29,No,Bachelors,Female,761.0,Unemployed
44.0,68406.08,18410.14,No,Bachelors,Female,793.0,Employed
42.0,59975.62,10205.72,No,Masters,Female,765.0,Unemployed
54.0,39753.66,13214.17,No,Bachelors,Female,751.0,Employed
40.0,62295.25,16249.48,Yes,Bachelors,Female,770.0,Self-Employed
34.0,58259.82,10168.14,Yes,Bachelors,Male,723.0,Self-Employed
29.0,97331.1,17166.64,Yes,Masters,Female,621.0,Employed
40.0,93107.49,5417.8,Yes,Bachelors,Female,777.0,Self-Employed
14.0,97946.26,19060.88,No,Masters,Male,668.0,Employed
36.0,86034.5,14247.95,Yes,Masters,Female,721.0,Employed
36.0,74115.66,18470.55,Yes,High School,Male,811.0,Unemployed
24.0,52511.84,19984.56,Yes,Bachelors,Female,719.0,Self-Employed
29.0,96522.31,22048.53,Yes,Masters,Female,802.0,Employed
46.0,76955.79,16343.42,No,Masters,Female,728.0,Employed
40.0,,6333.79,Yes,Bachelors,Female,678.0,Self-Employed
39.0,51722.64,6193.31,Yes,Bachelors,Male,716.0,Self-Employed
41.0,44725.1,8676.61,No,Bachelors,Female,693.0,Self-Employed
39.0,28959.42,18601.22,Yes,Bachelors,Female,774.0,Self-Employed
50.0,77770.44,7956.81,Yes,Masters,Female,711.0,Employed
39.0,45242.49,13828.95,Yes,High School,Male,756.0,Employed
23.0,54881.09,12889.02,No,Bachelors,Female,740.0,Employed
54.0,70776.79,16804.29,Yes,Masters,Male,628.0,Employed
42.0,66242.14,18576.21,Yes,High School,Male,683.0,Employed
32.0,55731.16,15474.59,Yes,Bachelors,Female,722.0,Self-Employed
25.0,100378.58,19008.78,Yes,Bachelors,Male,702.0,Self-Employed
42.0,39466.91,9496.8,Yes,High School,Male,728.0,Unemployed
37.0,40332.68,20104.01,Yes,Masters,Female,748.0,Employed
54.0,79156.88,15657.19,Yes,Bachelors,Male,774.0,Self-Employed
35.0,57477.34,18798.11,No,Bachelors,Female,737.0,Employed
30.0,,12414.06,No,Bachelors,Male,726.0,Self-Employed
47.0,48419.28,4746.15,No,Masters,Male,750.0,Employed
47.0,76764.02,18328.05,Yes,Masters,Male,689.0,Employed
40.0,74512.64,14282.86,Yes,Bachelors,Female,732.0,Unemployed
45.0,72382.46,21009.17,Yes,Masters,Male,741.0,Self-Employed
38.0,58340.86,17109.3,Yes,PhD,Female,725.0,Employed
40.0,54979.41,29759.57,Yes,Bachelors,Male,719.0,Unemployed
50.0,66738.12,21354.42,Yes,High School,Female,754.0,Employed
44.0,89330.8,13757.27,No,Bachelors,Female,671.0,Employed
36.0,101363.19,7075.6,Yes,Masters,Female,678.0,Employed
52.0,92227.11,10642.98,No,High School,Male,710.0,Unemployed
14.0,80114.75,10312.01,Yes,Bachelors,Female,774.0,Self-Employed
59.0,89643.52,12394.9,Yes,Bachelors,Female,649.0,Employed
21.0,46361.28,14373.33,No,Bachelors,Female,771.0,Employed
32.0,55724.59,16588.84,Yes,Bachelors,Male,791.0,Employed
38.0,80487.97,21870.67,Yes,Masters,Female,731.0,Self-Employed
37.0,67636.78,10646.0,No,High School,Male,668.0,Employed
48.0,76750.13,8057.46,No,Bachelors,Female,637.0,Employed
27.0,89589.3,19154.97,No,PhD,Female,825.0,Self-Employed
41.0,86480.57,21661.36,Yes,Masters,Male,660.0,Employed
32.0,48180.73,12547.67,No,Masters,Male,695.0,Employed
41.0,70236.89,20205.64,Yes,High School,Male,629.0,Employed
37.0,51583.55,18851.33,Yes,Masters,Female,617.0,Employed
39.0,54453.64,6458.1,Yes,Bachelors,Male,754.0,Self-Employed
33.0,35782.62,11816.76,Yes,High School,Female,691.0,Employed
33.0,72672.01,12616.22,Yes,High School,Female,763.0,Employed
41.0,34304.51,24943.02,Yes,Bachelors,Female,703.0,Employed
47.0,77882.66,17543.03,Yes,Bachelors,Male,781.0,Unemployed
32.0,97168.95,12483.0,No,High School,Male,704.0,Self-Employed
29.0,80606.72,11514.29,Yes,Bachelors,Male,,Employed
44.0,71037.77,7150.39,Yes,Masters,Male,670.0,Unemployed
38.0,100688.96,20330.68,No,Masters,Male,,Employed
46.0,76548.91,16978.13,Yes,Masters,Male,672.0,Employed
29.0,52745.13,18097.23,No,Masters,Female,689.0,Self-Employed
20.0,72502.13,8572.11,Yes,Masters,Male,638.0,Employed
33.0,109193.83,18678.98,No,Bachelors,Female,669.0,Unemployed
30.0,48147.22,,No,Masters,Female,671.0,Employed
37.0,42397.52,11364.36,Yes,Masters,Female,817.0,Self-Employed
32.0,82298.17,17565.5,Yes,High School,Male,713.0,Self-Employed
45.0,65518.94,,No,Masters,Female,700.0,Unemployed
35.0,59359.96,15895.19,Yes,Masters,Male,757.0,Employed
40.0,44816.41,13672.75,No,PhD,Female,697.0,Self-Employed
40.0,30997.76,20362.63,Yes,Bachelors,Female,735.0,Employed
40.0,40871.4,19459.46,No,Masters,Female,753.0,Employed
38.0,102298.51,15454.33,No,Masters,Male,750.0,Employed
43.0,69822.52,16404.62,Yes,Bachelors,Female,718.0,Employed
30.0,30752.71,17993.02,No,Bachelors,Female,725.0,Employed
52.0,93681.72,14954.5,Yes,PhD,Male,738.0,Self-Employed
36.0,94696.68,10911.5,Yes,Bachelors,Male,746.0,Employed
25.0,94584.68,12585.44,Yes,High School,Female,737.0,Unemployed
40.0,61549.37,8897.12,Yes,Bachelors,Female,728.0,Employed
29.0,64623.79,19627.04,No,Masters,Male,673.0,Self-Employed
45.0,,16989.52,Yes,High School,Male,748.0,Employed
60.0,98020.93,12884.62,Yes,Masters,Male,659.0,Employed
30.0,58901.98,11375.69,No,Masters,Female,721.0,Employed
41.0,54911.74,16181.61,Yes,Masters,Female,727.0,Employed
20.0,83913.54,7935.1,Yes,Bachelors,Male,647.0,Employed
43.0,94185.09,9656.61,Yes,Masters,Female,683.0,Employed
29.0,68944.19,14902.07,No,Masters,Female,784.0,Employed
32.0,83408.8,27205.52,Yes,Bachelors,Female,679.0,Employed
27.0,72248.94,17261.97,Yes,High School,Male,749.0,Self-Employed
45.0,64975.11,15926.5,Yes,Bachelors,Male,660.0,Self-Employed
48.0,53414.44,9146.09,Yes,Masters,Male,650.0,Employed
38.0,46922.8,10334.83,No,High School,Female,757.0,Employed
29.0,57704.68,21781.56,Yes,PhD,Female,776.0,Self-Employed
54.0,50478.82,12690.54,Yes,Masters,Female,721.0,Employed
30.0,75669.65,15353.27,Yes,Bachelors,Female,740.0,Employed
16.0,94350.92,17959.05,Yes,Masters,Female,787.0,Employed
43.0,74080.19,12899.77,Yes,Masters,Female,710.0,Employed
27.0,51585.93,12461.52,Yes,High School,Male,724.0,Employed
48.0,87107.54,6376.1,Yes,Bachelors,Female,709.0,Unemployed
34.0,75937.63,8920.97,No,Masters,Female,683.0,Employed
44.0,79896.52,17934.11,Yes,Masters,Male,644.0,Self-Employed
52.0,59612.65,12807.31,Yes,Bachelors,Male,676.0,Unemployed
26.0,92667.53,18342.49,Yes,High School,Female,778.0,Employed
,92565.31,7076.05,No,Bachelors,Male,801.0,Employed
37.0,66318.66,19056.63,No,Bachelors,Female,666.0,Employed
53.0,84369.04,14801.73,Yes,PhD,Female,757.0,Self-Employed
31.0,92029.78,7646.68,Yes,Bachelors,Male,708.0,Employed
32.0,60692.56,20645.95,Yes,PhD,Male,796.0,Employed
43.0,68375.23,7966.7,Yes,PhD,Female,718.0,Employed
32.0,71595.83,20386.51,Yes,High School,Male,687.0,Employed
40.0,48043.6,14838.43,No,PhD,Male,730.0,Employed
22.0,78833.25,10531.67,Yes,High School,Male,646.0,Self-Employed
60.0,90450.46,24242.02,Yes,Masters,Male,727.0,Employed
25.0,67122.28,17026.15,Yes,High School,Male,705.0,Employed
35.0,76797.0,21073.66,No,Masters,Male,705.0,Employed
38.0,97971.62,17162.96,Yes,Bachelors,Male,688.0,Employed
57.0,61896.96,13917.78,Yes,Bachelors,Female,680.0,Self-Employed
25.0,77205.3,10646.29,Yes,PhD,Male,735.0,Employed
58.0,58603.76,14094.0,Yes,Masters,Male,724.0,Employed
46.0,58057.87,15817.1,No,PhD,Male,709.0,Employed
42.0,76837.87,19083.08,Yes,PhD,Female,738.0,Unemployed
28.0,74827.39,13034.29,Yes,Masters,Male,715.0,Self-Employed
44.0,81101.4,17567.72,No,Bachelors,Male,708.0,Employed
31.0,71523.17,23392.47,No,Bachelors,Female,685.0,Employed
51.0,79302.86,15791.04,Yes,Masters,Female,774.0,Employed
28.0,103310.38,5204.67,Yes,High School,Male,833.0,Self-Employed
37.0,91198.21,15242.52,No,Bachelors,Male,600.0,Self-Employed
32.0,76767.63,14526.52,No,Bachelors,Female,708.0,Employed
28.0,80098.14,14368.26,Yes,Bachelors,Female,711.0,Self-Employed
45.0,64021.96,7021.66,Yes,Bachelors,Female,728.0,Self-Employed
43.0,66816.22,16382.34,Yes,Bachelors,Female,859.0,Employed
50.0,79849.22,12340.55,Yes,High School,Female,723.0,Employed
20.0,71753.0,14472.34,Yes,Masters,Female,703.0,Employed
49.0,85860.37,19740.02,Yes,PhD,Female,751.0,Employed
63.0,95341.46,10942.37,Yes,Bachelors,Male,762.0,Employed
33.0,67964.68,14488.03,Yes,Bachelors,Female,690.0,Employed
57.0,29815.67,13988.69,Yes,Bachelors,Female,716.0,Self-Employed
35.0,110683.78,14171.14,Yes,Masters,Female,718.0,Employed
24.0,56950.11,12781.29,Yes,Masters,Female,801.0,Unemployed
35.0,73903.23,13050.33,Yes,Masters,Male,727.0,Self-Employed
48.0,84549.85,,Yes,High School,Male,743.0,Employed
30.0,98179.47,12885.64,No,Masters,Male,690.0,Employed
32.0,106120.68,16353.6,Yes,Bachelors,Female,,Unemployed
44.0,62722.54,15524.79,No,High School,Female,713.0,Employed
38.0,93793.8,15364.25,Yes,Masters,Female,707.0,Unemployed
44.0,73959.6,17401.19,No,Bachelors,Female,691.0,Employed
40.0,124864.07,11835.2,Yes,High School,Male,731.0,Self-Employed
43.0,92008.89,22007.08,Yes,PhD,Female,712.0,Employed
34.0,66450.52,10399.73,Yes,Bachelors,Male,672.0,Employed
40.0,54138.54,14177.34,Yes,PhD,Female,675.0,Unemployed
29.0,17468.21,9067.19,Yes,Masters,Male,730.0,Employed
51.0,83493.52,19485.2,Yes,Bachelors,Male,725.0,Self-Employed
32.0,90168.98,10394.09,Yes,Bachelors,Female,751.0,Self-Employed
49.0,84909.21,,No,Bachelors,Male,726.0,Employed
36.0,22931.71,16324.49,Yes,High School,Female,665.0,Employed
40.0,44839.78,15880.94,Yes,Masters,Male,749.0,Employed
33.0,79616.47,20581.21,Yes,PhD,Male,677.0,Unemployed
28.0,105710.47,11977.45,Yes,PhD,Male,772.0,Unemployed
21.0,68888.92,22334.97,Yes,Bachelors,Male,768.0,Employed
,91830.37,13080.13,No,Bachelors,Female,690.0,Self-Employed
35.0,,17158.55,No,Masters,Male,678.0,Employed
40.0,74142.56,14033.12,No,Bachelors,Male,660.0,Employed
48.0,64506.8,18086.19,Yes,High School,Male,655.0,Employed
34.0,93751.79,9986.43,Yes,Bachelors,Female,801.0,Employed
29.0,59203.27,15535.57,No,High School,Female,680.0,Unemployed
24.0,103540.25,15091.1,Yes,Masters,Male,700.0,Employed
43.0,63845.75,17180.33,Yes,Masters,Male,844.0,Employed
,48602.74,17027.36,Yes,PhD,Female,778.0,Self-Employed
51.0,49273.85,10697.15,Yes,Bachelors,Female,771.0,Self-Employed
45.0,57551.46,21531.1,Yes,Masters,Male,753.0,Employed
44.0,77411.35,,Yes,Masters,Male,772.0,Employed
55.0,57800.4,18652.49,Yes,PhD,Male,602.0,Self-Employed
41.0,53590.45,8695.59,No,PhD,Female,713.0,Employed
44.0,87796.16,12926.68,Yes,Bachelors,Male,686.0,Employed
35.0,5775.63,20393.05,Yes,High School,Female,641.0,Self-Employed
24.0,61402.37,23176.75,No,Bachelors,Female,647.0,Self-Employed
31.0,43315.24,17121.65,Yes,PhD,Female,712.0,Self-Employed
38.0,52628.91,14559.57,Yes,Masters,Male,650.0,Employed
39.0,74875.0,9688.69,Yes,High School,Male,709.0,Employed
57.0,65895.35,18986.44,No,Bachelors,Female,697.0,Employed
39.0,64088.68,16532.62,No,Masters,Male,801.0,Employed
50.0,93790.18,3233.72,No,Masters,Male,752.0,Self-Employed
34.0,69727.64,6336.05,No,PhD,Female,763.0,Unemployed
35.0,106121.14,16751.33,Yes,Masters,Female,666.0,Employed
25.0,84243.84,10839.05,No,Masters,Female,784.0,Self-Employed
31.0,50665.81,9802.15,No,Bachelors,Female,750.0,Employed
43.0,108681.84,14479.75,Yes,Bachelors,Female,715.0,Unemployed
38.0,75562.11,16716.02,No,Masters,Male,,Employed
47.0,107434.96,22152.19,No,Masters,Male,740.0,Employed
40.0,64678.09,10912.91,Yes,Bachelors,Female,705.0,Unemployed
34.0,75444.63,17179.04,Yes,PhD,Male,686.0,Employed
59.0,78642.28,9866.96,Yes,High School,Female,732.0,Employed
37.0,66637.72,12524.23,No,Bachelors,Male,701.0,Unemployed
50.0,95438.4,15944.46,No,Masters,Male,714.0,Self-Employed
34.0,108651.64,14261.76,Yes,Bachelors,Male,659.0,Unemployed
45.0,24131.47,8169.17,Yes,Bachelors,Male,642.0,Employed
47.0,86296.37,17567.28,No,High School,Male,793.0,Employed
40.0,52109.92,18706.2,No,Bachelors,Male,660.0,Self-Employed
14.0,18143.83,26796.39,Yes,Masters,Male,662.0,Employed
38.0,80340.37,16109.57,No,Bachelors,Female,689.0,Unemployed
50.0,80385.47,15868.68,Yes,Masters,Male,762.0,Self-Employed
43.0,83602.54,16516.31,No,Bachelors,Male,687.0,Employed
42.0,77420.56,8179.19,Yes,Bachelors,Female,712.0,Employed
21.0,87500.5,8521.76,Yes,Bachelors,Male,674.0,Employed
31.0,57939.02,14586.95,Yes,Masters,Male,777.0,Unemployed
42.0,75266.69,3514.93,Yes,PhD,Female,615.0,Employed
42.0,83963.33,9346.4,No,PhD,Female,731.0,Employed
50.0,97059.12,12512.13,Yes,Bachelors,Female,816.0,Employed
37.0,70876.91,20044.06,Yes,PhD,Male,706.0,Employed
42.0,65724.09,16296.76,Yes,Masters,Female,674.0,Employed
38.0,68895.22,7410.36,Yes,Masters,Male,611.0,Unemployed
28.0,46128.14,14798.63,Yes,Masters,Female,738.0,Employed
15.0,85392.49,17917.2,Yes,High School,Female,766.0,Employed
42.0,40853.66,18570.88,Yes,High School,Male,776.0,Employed
40.0,77819.28,20227.55,Yes,Bachelors,Male,794.0,Employed
32.0,71691.48,20990.26,No,Bachelors,Female,758.0,Employed
22.0,38980.55,17849.52,Yes,Bachelors,Male,639.0,Employed
44.0,40121.08,17435.47,Yes,High School,Male,780.0,Employed
35.0,52926.17,,Yes,Bachelors,Male,678.0,Self-Employed
,63121.16,19211.9,Yes,PhD,Female,700.0,Employed
57.0,99609.59,11060.77,Yes,Masters,Male,756.0,Self-Employed
,67785.3,13977.91,Yes,High School,Female,,Self-Employed
31.0,80929.74,11503.1,Yes,PhD,Female,677.0,Employed
36.0,95332.11,17167.74,No,High School,Female,738.0,Employed
53.0,91463.35,13705.76,No,Masters,Male,584.0,Employed
22.0,69858.81,20067.19,No,Bachelors,Male,764.0,Self-Employed
57.0,55889.49,15261.18,Yes,PhD,Male,696.0,Employed
39.0,79977.09,20317.6,No,Masters,Female,819.0,Employed
37.0,56288.56,4444.09,Yes,PhD,Male,,Employed
36.0,106296.09,11400.88,Yes,PhD,Male,781.0,Self-Employed
34.0,87355.97,19690.85,No,High School,Female,,Employed
48.0,74173.93,15101.62,No,PhD,Male,759.0,Self-Employed
27.0,80253.44,20279.37,Yes,Bachelors,Male,760.0,Employed
41.0,73565.73,16254.51,No,Masters,Male,745.0,Employed
34.0,62633.41,10330.73,No,Masters,Female,752.0,Employed
30.0,79972.2,23967.21,Yes,Bachelors,Female,757.0,Self-Employed
64.0,65142.16,11682.76,Yes,Masters,Female,707.0,Employed
42.0,108733.77,11271.8,Yes,Bachelors,Male,688.0,Unemployed
44.0,56145.93,19098.45,No,High School,Male,696.0,Employed
49.0,80175.95,10443.0,Yes,Masters,Female,704.0,Employed
24.0,54345.47,8533.96,No,High School,Male,730.0,Employed
56.0,54136.72,11161.71,Yes,Masters,Female,758.0,Self-Employed
13.0,34278.2,19100.82,No,PhD,Male,724.0,Unemployed
30.0,78229.5,25697.87,No,Bachelors,Female,768.0,Self-Employed
33.0,59350.68,15024.43,Yes,Bachelors,Male,721.0,Self-Employed
44.0,91667.79,11379.26,Yes,PhD,Male,829.0,Employed
40.0,78265.91,21173.03,Yes,High School,Female,724.0,Employed
36.0,72964.49,,Yes,Bachelors,Female,717.0,Self-Employed
38.0,41790.02,12779.3,Yes,Bachelors,Male,687.0,Employed
,81698.11,17082.93,Yes,PhD,Female,777.0,Employed
23.0,56757.08,20705.5,Yes,High School,Male,773.0,Employed
45.0,41343.23,15352.6,Yes,Bachelors,Female,800.0,Employed
45.0,78610.27,13226.42,No,Masters,Female,785.0,Employed
54.0,44834.15,26606.43,Yes,PhD,Female,722.0,Employed
30.0,28177.51,11646.54,No,Bachelors,Male,661.0,Self-Employed
45.0,95942.69,12201.33,No,Bachelors,Female,729.0,Unemployed
35.0,58785.36,13058.4,Yes,High School,Male,772.0,Self-Employed
50.0,35110.24,17755.7,Yes,Masters,Female,716.0,Employed
48.0,50748.16,12664.42,Yes,Masters,Female,699.0,Employed
40.0,,19086.28,No,Masters,Male,705.0,Self-Employed
35.0,92884.55,,Yes,Bachelors,Male,784.0,Employed
,36740.64,13404.7,Yes,Masters,Male,702.0,Employed
44.0,43221.87,12190.03,Yes,Bachelors,Female,754.0,Employed
31.0,,14874.34,No,Masters,Female,765.0,Employed
25.0,61005.34,17235.59,No,Bachelors,Male,749.0,Employed
35.0,74559.05,14824.34,Yes,High School,Male,688.0,Self-Employed
53.0,60181.49,16162.6,No,PhD,Male,706.0,Employed
49.0,110411.4,11124.19,Yes,Masters,Male,641.0,Employed
,44206.1,11420.08,No,Bachelors,Female,701.0,Self-Employed
26.0,75642.31,14976.18,No,Bachelors,Female,633.0,Employed
51.0,100059.13,15597.9,Yes,High School,Female,772.0,Employed
27.0,62500.28,15238.9,No,Bachelors,Male,656.0,Employed
43.0,54924.52,12048.42,Yes,Masters,Male,667.0,Employed
32.0,85342.06,15364.39,Yes,Bachelors,Female,705.0,Unemployed
54.0,90081.3,15127.07,No,Bachelors,Female,693.0,Unemployed
30.0,54001.93,14394.2,Yes,Masters,Male,817.0,Unemployed
49.0,99243.93,11739.0,Yes,High School,Female,779.0,Employed
40.0,71024.42,17596.26,Yes,Bachelors,Male,708.0,Unemployed
41.0,80175.23,14940.8,Yes,Bachelors,Female,798.0,Employed
18.0,99765.62,11248.74,Yes,Masters,Female,742.0,Self-Employed
16.0,85375.6,14375.08,No,Masters,Male,718.0,Employed
36.0,69995.02,12086.22,Yes,Bachelors,Female,674.0,Employed
40.0,56568.16,15015.78,Yes,Masters,Female,690.0,Self-Employed
27.0,,22141.31,Yes,Masters,Female,829.0,Unemployed
27.0,54219.68,15739.35,Yes,PhD,Male,744.0,Employed
44.0,76362.58,16007.38,No,Masters,Female,708.0,Employed
44.0,80199.79,22121.62,Yes,Bachelors,Female,724.0,Employed
37.0,81146.19,16355.36,Yes,Masters,Male,727.0,Employed
46.0,112560.34,17168.66,No,Masters,Male,717.0,Employed
26.0,70951.41,15721.65,Yes,Masters,Male,597.0,Employed
34.0,68098.68,13076.32,No,Masters,Male,762.0,Employed
54.0,101045.56,17240.44,Yes,Bachelors,Female,809.0,Self-Employed
39.0,67282.32,23510.83,Yes,PhD,Female,734.0,Employed
39.0,87520.49,8395.78,No,Bachelors,Female,743.0,Employed
,73887.8,12713.97,Yes,High School,Female,679.0,Employed
24.0,88419.5,10735.01,No,High School,Male,701.0,Employed
46.0,84508.97,11293.67,No,High School,Female,739.0,Self-Employed
55.0,61937.76,21117.18,Yes,High School,Female,729.0,Unemployed
35.0,33119.75,14208.83,Yes,Masters,Female,711.0,Self-Employed
47.0,36521.83,18614.83,Yes,Bachelors,Female,773.0,Self-Employed
28.0,33192.43,11664.84,Yes,Masters,Female,729.0,Unemployed
31.0,68176.07,11775.77,Yes,Bachelors,Female,748.0,Employed
42.0,22947.49,9911.56,Yes,Bachelors,Male,694.0,Employed
46.0,66800.19,22225.21,Yes,Masters,Male,763.0,Employed
49.0,72675.35,18875.55,No,Bachelors,Female,668.0,Employed
54.0,87124.53,9747.45,No,Masters,Female,720.0,Employed
37.0,80087.59,20711.34,No,High School,Male,739.0,Employed
50.0,88037.7,13702.5,Yes,Bachelors,Male,699.0,Employed
35.0,78278.1,17266.09,Yes,Masters,Female,,Employed
47.0,63529.17,15235.06,Yes,Masters,Female,754.0,Employed
40.0,67880.34,7816.89,No,High School,Male,755.0,Employed
42.0,52967.12,10861.28,Yes,Masters,Male,719.0,Employed
42.0,74561.73,21769.72,No,Bachelors,Male,700.0,Employed
22.0,38316.09,19696.5,No,Masters,Female,741.0,Unemployed
27.0,91320.71,9891.7,Yes,Bachelors,Male,825.0,Employed
39.0,50868.12,16039.92,Yes,Bachelors,Female,749.0,Employed
21.0,73076.91,13926.76,No,PhD,Male,805.0,Employed
46.0,76429.57,20709.77,Yes,Masters,Male,731.0,Self-Employed
47.0,93254.46,13975.62,Yes,Bachelors,Male,736.0,Self-Employed
41.0,36376.73,11159.18,Yes,High School,Male,608.0,Employed
27.0,63490.82,18685.44,Yes,Bachelors,Female,712.0,Employed
52.0,80996.96,20945.52,No,Bachelors,Male,769.0,Unemployed
58.0,105023.67,16967.71,No,PhD,Female,734.0,Employed
39.0,69223.45,17860.51,Yes,Masters,Female,716.0,Employed
43.0,58113.09,9024.12,No,Bachelors,Male,723.0,Unemployed
40.0,110539.78,8610.41,No,High School,Female,808.0,Employed
43.0,86051.21,8250.01,Yes,Bachelors,Male,688.0,Employed
